iter,gbest
198,1.2687151e-09
199,1.1790076e-09
200,8.6650476e-10
201,8.6650476e-10
202,6.9553879e-10
203,6.2222638e-10
204,6.2222638e-10
205,6.1714484e-10
206,4.8382598e-10
207,4.1846596e-10
208,3.9074929e-10
209,3.5024053e-10
210,3.1025024e-10
211,2.6567437e-10
212,2.6567437e-10
213,2.2728752e-10
214,1.9537988e-10
215,1.3918333e-10
216,1.3918333e-10
217,1.3918333e-10
218,1.2360893e-10
219,1.2360893e-10
220,1.1203347e-10
221,1.1203347e-10
222,9.5271284e-11
223,9.5271284e-11
224,8.7043914e-11
225,8.0049564e-11
226,6.0249347e-11
227,4.7189343e-11
228,4.7189343e-11
229,4.1560182e-11
230,4.0140759e-11
231,3.0727958e-11
232,2.4709661e-11
233,2.4709661e-11
234,2.4709661e-11
235,2.4665599e-11
236,1.703437e-11
237,1.5638869e-11
238,1.4603136e-11
239,1.2842883e-11
240,1.0708648e-11
241,1.0708648e-11
242,6.998669e-12
243,6.0650196e-12
244,4.5551163e-12
245,4.5551163e-12
246,4.5551163e-12
247,4.334848e-12
248,3.2425044e-12
249,3.2425044e-12
250,3.0506578e-12
251,2.2238218e-12
252,2.2238218e-12
253,2.2238218e-12
254,2.0639497e-12
255,1.7432593e-12
256,1.5833872e-12
257,8.1600102e-13
258,7.7952776e-13
259,7.7952776e-13
260,7.7952776e-13
261,7.7952776e-13
262,4.0294011e-13
263,4.0294011e-13
264,3.6646684e-13
265,3.6646684e-13
266,3.0251799e-13
267,2.5727884e-13
268,2.3146372e-13
269,1.9593657e-13
270,1.4619858e-13
271,1.2843501e-13
272,1.2843501e-13
273,1.18723e-13
274,1.18723e-13
275,1.0356601e-13
276,1.0356601e-13
277,9.6460586e-14
278,8.9355159e-14
279,8.9355159e-14
280,7.5144304e-14
281,6.4486163e-14
282,3.9617164e-14
283,3.9617164e-14
284,3.9617164e-14
285,3.9617164e-14
286,2.8959023e-14
287,2.5406309e-14
288,2.5406309e-14
289,2.5406309e-14
290,2.1853596e-14
291,2.1853596e-14
292,1.4748168e-14
293,1.4748168e-14
294,1.1195456e-14
295,1.1195456e-14
296,7.6427419e-15
297,7.6427419e-15
298,7.6427419e-15
299,7.6427419e-15
300,7.6427419e-15
301,7.6427419e-15
302,7.6427419e-15
303,7.6427419e-15
304,7.6427419e-15
305,7.6427419e-15
306,7.6427419e-15
307,7.6427419e-15
308,7.6427419e-15
309,7.6427419e-15
310,7.6427419e-15
311,7.6427419e-15
312,7.6427419e-15
313,7.6427419e-15
314,7.6427419e-15
315,7.6427419e-15
316,7.6427419e-15
317,7.6427419e-15
318,7.6427419e-15
319,7.6427419e-15
320,7.6427419e-15
321,7.6427419e-15
322,7.6427419e-15
323,7.6427419e-15
324,7.6427419e-15
325,7.6427419e-15
326,7.6427419e-15
327,7.6427419e-15
328,7.6427419e-15
329,7.6427419e-15
330,7.6427419e-15
331,7.6427419e-15
332,7.6427419e-15
333,7.6427419e-15
334,7.6427419e-15
335,7.6427419e-15
336,7.6427419e-15
337,7.6427419e-15
338,7.6427419e-15
339,7.6427419e-15
340,7.6427419e-15
341,7.6427419e-15
342,7.6427419e-15
343,7.6427419e-15
344,7.6427419e-15
345,7.6427419e-15
346,7.6427419e-15
347,7.6427419e-15
348,7.6427419e-15
349,7.6427419e-15
350,7.6427419e-15
351,7.6427419e-15
352,7.6427419e-15
353,7.6427419e-15
354,7.6427419e-15
355,7.6427419e-15
356,7.6427419e-15
357,7.6427419e-15
358,7.6427419e-15
359,7.6427419e-15
360,7.6427419e-15
361,7.6427419e-15
362,7.6427419e-15
363,7.6427419e-15
364,7.6427419e-15
365,7.6427419e-15
366,7.6427419e-15
367,7.6427419e-15
368,7.6427419e-15
369,7.6427419e-15
370,7.6427419e-15
371,7.6427419e-15
372,7.6427419e-15
373,7.6427419e-15
374,7.6427419e-15
375,7.6427419e-15
376,7.6427419e-15
377,7.6427419e-15
378,7.6427419e-15
379,7.6427419e-15
380,7.6427419e-15
381,7.6427419e-15
382,7.6427419e-15
383,7.6427419e-15
384,7.6427419e-15
385,7.6427419e-15
386,7.6427419e-15
387,7.6427419e-15
388,7.6427419e-15
389,7.6427419e-15
390,7.6427419e-15
391,7.6427419e-15
392,7.6427419e-15
393,7.6427419e-15
394,7.6427419e-15
395,7.6427419e-15
396,7.6427419e-15
397,7.6427419e-15
398,7.6427419e-15
399,7.6427419e-15
400,7.6427419e-15
401,7.6427419e-15
402,7.6427419e-15
403,7.6427419e-15
404,7.6427419e-15
405,7.6427419e-15
406,7.6427419e-15
407,7.6427419e-15
408,7.6427419e-15
409,7.6427419e-15
410,7.6427419e-15
411,7.6427419e-15
412,7.6427419e-15
413,7.6427419e-15
414,7.6427419e-15
415,7.6427419e-15
416,7.6427419e-15
417,7.6427419e-15
418,7.6427419e-15
419,7.6427419e-15
420,7.6427419e-15
421,7.6427419e-15
422,7.6427419e-15
423,7.6427419e-15
424,7.6427419e-15
425,7.6427419e-15
426,7.6427419e-15
427,7.6427419e-15
428,7.6427419e-15
429,7.6427419e-15
430,7.6427419e-15
431,7.6427419e-15
432,7.6427419e-15
433,7.6427419e-15
434,7.6427419e-15
435,7.6427419e-15
436,7.6427419e-15
437,7.6427419e-15
438,7.6427419e-15
439,7.6427419e-15
440,7.6427419e-15
441,7.6427419e-15
442,7.6427419e-15
443,7.6427419e-15
444,7.6427419e-15
445,7.6427419e-15
446,7.6427419e-15
447,7.6427419e-15
448,7.6427419e-15
449,7.6427419e-15
450,7.6427419e-15
451,7.6427419e-15
452,7.6427419e-15
453,7.6427419e-15
454,7.6427419e-15
455,7.6427419e-15
456,7.6427419e-15
457,7.6427419e-15
458,7.6427419e-15
459,7.6427419e-15
460,7.6427419e-15
461,7.6427419e-15
462,7.6427419e-15
463,7.6427419e-15
464,7.6427419e-15
465,7.6427419e-15
466,7.6427419e-15
467,7.6427419e-15
468,7.6427419e-15
469,7.6427419e-15
470,7.6427419e-15
471,7.6427419e-15
472,7.6427419e-15
473,7.6427419e-15
474,7.6427419e-15
475,7.6427419e-15
476,7.6427419e-15
477,7.6427419e-15
478,7.6427419e-15
479,7.6427419e-15
480,7.6427419e-15
481,7.6427419e-15
482,7.6427419e-15
483,7.6427419e-15
484,7.6427419e-15
485,7.6427419e-15
486,7.6427419e-15
487,7.6427419e-15
488,7.6427419e-15
489,7.6427419e-15
490,7.6427419e-15
491,7.6427419e-15
492,7.6427419e-15
493,7.6427419e-15
494,7.6427419e-15
495,7.6427419e-15
496,7.6427419e-15
497,7.6427419e-15
498,7.6427419e-15
499,7.6427419e-15
500,7.6427419e-15
501,7.6427419e-15
502,7.6427419e-15
503,7.6427419e-15
504,7.6427419e-15
505,7.6427419e-15
506,7.6427419e-15
507,7.6427419e-15
508,7.6427419e-15
509,7.6427419e-15
510,7.6427419e-15
511,7.6427419e-15
512,7.6427419e-15
513,7.6427419e-15
514,7.6427419e-15
515,7.6427419e-15
516,7.6427419e-15
517,7.6427419e-15
518,7.6427419e-15
519,7.6427419e-15
520,7.6427419e-15
521,7.6427419e-15
522,7.6427419e-15
523,7.6427419e-15
524,7.6427419e-15
525,7.6427419e-15
526,7.6427419e-15
527,7.6427419e-15
528,7.6427419e-15
529,7.6427419e-15
530,7.6427419e-15
531,7.6427419e-15
532,7.6427419e-15
533,7.6427419e-15
534,7.6427419e-15
535,7.6427419e-15
536,7.6427419e-15
537,7.6427419e-15
538,7.6427419e-15
539,7.6427419e-15
540,7.6427419e-15
541,7.6427419e-15
542,7.6427419e-15
543,7.6427419e-15
544,7.6427419e-15
545,7.6427419e-15
546,7.6427419e-15
547,7.6427419e-15
548,7.6427419e-15
549,7.6427419e-15
550,7.6427419e-15
551,7.6427419e-15
552,7.6427419e-15
553,7.6427419e-15
554,7.6427419e-15
555,7.6427419e-15
556,7.6427419e-15
557,7.6427419e-15
558,7.6427419e-15
559,7.6427419e-15
560,7.6427419e-15
561,7.6427419e-15
562,7.6427419e-15
563,7.6427419e-15
564,7.6427419e-15
565,7.6427419e-15
566,7.6427419e-15
567,7.6427419e-15
568,7.6427419e-15
569,7.6427419e-15
570,7.6427419e-15
571,7.6427419e-15
572,7.6427419e-15
573,7.6427419e-15
574,7.6427419e-15
575,7.6427419e-15
576,7.6427419e-15
577,7.6427419e-15
578,7.6427419e-15
579,7.6427419e-15
580,7.6427419e-15
581,7.6427419e-15
582,7.6427419e-15
583,7.6427419e-15
584,7.6427419e-15
585,7.6427419e-15
586,7.6427419e-15
587,7.6427419e-15
588,7.6427419e-15
589,7.6427419e-15
590,7.6427419e-15
591,7.6427419e-15
592,7.6427419e-15
593,7.6427419e-15
594,7.6427419e-15
595,7.6427419e-15
596,7.6427419e-15
597,7.6427419e-15
598,7.6427419e-15
599,7.6427419e-15
600,7.6427419e-15
601,7.6427419e-15
602,7.6427419e-15
603,7.6427419e-15
604,7.6427419e-15
605,7.6427419e-15
606,7.6427419e-15
607,7.6427419e-15
608,7.6427419e-15
609,7.6427419e-15
610,7.6427419e-15
611,7.6427419e-15
612,7.6427419e-15
613,7.6427419e-15
614,7.6427419e-15
615,7.6427419e-15
616,7.6427419e-15
617,7.6427419e-15
618,7.6427419e-15
619,7.6427419e-15
620,7.6427419e-15
621,7.6427419e-15
622,7.6427419e-15
623,7.6427419e-15
624,7.6427419e-15
625,7.6427419e-15
626,7.6427419e-15
627,7.6427419e-15
628,7.6427419e-15
629,7.6427419e-15
630,7.6427419e-15
631,7.6427419e-15
632,7.6427419e-15
633,7.6427419e-15
634,7.6427419e-15
635,7.6427419e-15
636,7.6427419e-15
637,7.6427419e-15
638,7.6427419e-15
639,7.6427419e-15
640,7.6427419e-15
641,7.6427419e-15
642,7.6427419e-15
643,7.6427419e-15
644,7.6427419e-15
645,7.6427419e-15
646,7.6427419e-15
647,7.6427419e-15
648,7.6427419e-15
649,7.6427419e-15
650,7.6427419e-15
651,7.6427419e-15
652,7.6427419e-15
653,7.6427419e-15
654,7.6427419e-15
655,7.6427419e-15
656,7.6427419e-15
657,7.6427419e-15
658,7.6427419e-15
659,7.6427419e-15
660,7.6427419e-15
661,7.6427419e-15
662,7.6427419e-15
663,7.6427419e-15
664,7.6427419e-15
665,7.6427419e-15
666,7.6427419e-15
667,7.6427419e-15
668,7.6427419e-15
669,7.6427419e-15
670,7.6427419e-15
671,7.6427419e-15
672,7.6427419e-15
673,7.6427419e-15
674,7.6427419e-15
675,7.6427419e-15
676,7.6427419e-15
677,7.6427419e-15
678,7.6427419e-15
679,7.6427419e-15
680,7.6427419e-15
681,7.6427419e-15
682,7.6427419e-15
683,7.6427419e-15
684,7.6427419e-15
685,7.6427419e-15
686,7.6427419e-15
687,7.6427419e-15
688,7.6427419e-15
689,7.6427419e-15
690,7.6427419e-15
691,7.6427419e-15
692,7.6427419e-15
693,7.6427419e-15
694,7.6427419e-15
695,7.6427419e-15
696,7.6427419e-15
697,7.6427419e-15
698,7.6427419e-15
699,7.6427419e-15
700,7.6427419e-15
701,7.6427419e-15
702,7.6427419e-15
703,7.6427419e-15
704,7.6427419e-15
705,7.6427419e-15
706,7.6427419e-15
707,7.6427419e-15
708,7.6427419e-15
709,7.6427419e-15
710,7.6427419e-15
711,7.6427419e-15
712,7.6427419e-15
713,7.6427419e-15
714,7.6427419e-15
715,7.6427419e-15
716,7.6427419e-15
717,7.6427419e-15
718,7.6427419e-15
719,7.6427419e-15
720,7.6427419e-15
721,7.6427419e-15
722,7.6427419e-15
723,7.6427419e-15
724,7.6427419e-15
725,7.6427419e-15
726,7.6427419e-15
727,7.6427419e-15
728,7.6427419e-15
729,7.6427419e-15
730,7.6427419e-15
731,7.6427419e-15
732,7.6427419e-15
733,7.6427419e-15
734,7.6427419e-15
735,7.6427419e-15
736,7.6427419e-15
737,7.6427419e-15
738,7.6427419e-15
739,7.6427419e-15
740,7.6427419e-15
741,7.6427419e-15
742,7.6427419e-15
743,7.6427419e-15
744,7.6427419e-15
745,7.6427419e-15
746,7.6427419e-15
747,7.6427419e-15
748,7.6427419e-15
749,7.6427419e-15
750,7.6427419e-15
751,7.6427419e-15
752,7.6427419e-15
753,7.6427419e-15
754,7.6427419e-15
755,7.6427419e-15
756,7.6427419e-15
757,7.6427419e-15
758,7.6427419e-15
759,7.6427419e-15
760,7.6427419e-15
761,7.6427419e-15
762,7.6427419e-15
763,7.6427419e-15
764,7.6427419e-15
765,7.6427419e-15
766,7.6427419e-15
767,7.6427419e-15
768,7.6427419e-15
769,7.6427419e-15
770,7.6427419e-15
771,7.6427419e-15
772,7.6427419e-15
773,7.6427419e-15
774,7.6427419e-15
775,7.6427419e-15
776,7.6427419e-15
777,7.6427419e-15
778,7.6427419e-15
779,7.6427419e-15
780,7.6427419e-15
781,7.6427419e-15
782,7.6427419e-15
783,7.6427419e-15
784,7.6427419e-15
785,7.6427419e-15
786,7.6427419e-15
787,7.6427419e-15
788,7.6427419e-15
789,7.6427419e-15
790,7.6427419e-15
791,7.6427419e-15
792,7.6427419e-15
793,7.6427419e-15
794,7.6427419e-15
795,7.6427419e-15
796,7.6427419e-15
797,7.6427419e-15
798,7.6427419e-15
799,7.6427419e-15
800,7.6427419e-15
801,7.6427419e-15
802,7.6427419e-15
803,7.6427419e-15
804,7.6427419e-15
805,7.6427419e-15
806,7.6427419e-15
807,7.6427419e-15
808,7.6427419e-15
809,7.6427419e-15
810,7.6427419e-15
811,7.6427419e-15
812,7.6427419e-15
813,7.6427419e-15
814,7.6427419e-15
815,7.6427419e-15
816,7.6427419e-15
817,7.6427419e-15
818,7.6427419e-15
819,7.6427419e-15
820,7.6427419e-15
821,7.6427419e-15
822,7.6427419e-15
823,7.6427419e-15
824,7.6427419e-15
825,7.6427419e-15
826,7.6427419e-15
827,7.6427419e-15
828,7.6427419e-15
829,7.6427419e-15
830,7.6427419e-15
831,7.6427419e-15
832,7.6427419e-15
833,7.6427419e-15
834,7.6427419e-15
835,7.6427419e-15
836,7.6427419e-15
837,7.6427419e-15
838,7.6427419e-15
839,7.6427419e-15
840,7.6427419e-15
841,7.6427419e-15
842,7.6427419e-15
843,7.6427419e-15
844,7.6427419e-15
845,7.6427419e-15
846,7.6427419e-15
847,7.6427419e-15
848,7.6427419e-15
849,7.6427419e-15
850,7.6427419e-15
851,7.6427419e-15
852,7.6427419e-15
853,7.6427419e-15
854,7.6427419e-15
855,7.6427419e-15
856,7.6427419e-15
857,7.6427419e-15
858,7.6427419e-15
859,7.6427419e-15
860,7.6427419e-15
861,7.6427419e-15
862,7.6427419e-15
863,7.6427419e-15
864,7.6427419e-15
865,7.6427419e-15
866,7.6427419e-15
867,7.6427419e-15
868,7.6427419e-15
869,7.6427419e-15
870,7.6427419e-15
871,7.6427419e-15
872,7.6427419e-15
873,7.6427419e-15
874,7.6427419e-15
875,7.6427419e-15
876,7.6427419e-15
877,7.6427419e-15
878,7.6427419e-15
879,7.6427419e-15
880,7.6427419e-15
881,7.6427419e-15
882,7.6427419e-15
883,7.6427419e-15
884,7.6427419e-15
885,7.6427419e-15
886,7.6427419e-15
887,7.6427419e-15
888,7.6427419e-15
889,7.6427419e-15
890,7.6427419e-15
891,7.6427419e-15
892,7.6427419e-15
893,7.6427419e-15
894,7.6427419e-15
895,7.6427419e-15
896,7.6427419e-15
897,7.6427419e-15
898,7.6427419e-15
899,7.6427419e-15
900,7.6427419e-15
901,7.6427419e-15
902,7.6427419e-15
903,7.6427419e-15
904,7.6427419e-15
905,7.6427419e-15
906,7.6427419e-15
907,7.6427419e-15
908,7.6427419e-15
909,7.6427419e-15
910,7.6427419e-15
911,7.6427419e-15
912,7.6427419e-15
913,7.6427419e-15
914,7.6427419e-15
915,7.6427419e-15
916,7.6427419e-15
917,7.6427419e-15
918,7.6427419e-15
919,7.6427419e-15
920,7.6427419e-15
921,7.6427419e-15
922,7.6427419e-15
923,7.6427419e-15
924,7.6427419e-15
925,7.6427419e-15
926,7.6427419e-15
927,7.6427419e-15
928,7.6427419e-15
929,7.6427419e-15
930,7.6427419e-15
931,7.6427419e-15
932,7.6427419e-15
933,7.6427419e-15
934,7.6427419e-15
935,7.6427419e-15
936,7.6427419e-15
937,7.6427419e-15
938,7.6427419e-15
939,7.6427419e-15
940,7.6427419e-15
941,7.6427419e-15
942,7.6427419e-15
943,7.6427419e-15
944,7.6427419e-15
945,7.6427419e-15
946,7.6427419e-15
947,7.6427419e-15
948,7.6427419e-15
949,7.6427419e-15
950,7.6427419e-15
951,7.6427419e-15
952,7.6427419e-15
953,7.6427419e-15
954,7.6427419e-15
955,7.6427419e-15
956,7.6427419e-15
957,7.6427419e-15
958,7.6427419e-15
959,7.6427419e-15
960,7.6427419e-15
961,7.6427419e-15
962,7.6427419e-15
963,7.6427419e-15
964,7.6427419e-15
965,7.6427419e-15
966,7.6427419e-15
967,7.6427419e-15
968,7.6427419e-15
969,7.6427419e-15
970,7.6427419e-15
971,7.6427419e-15
972,7.6427419e-15
973,7.6427419e-15
974,7.6427419e-15
975,7.6427419e-15
976,7.6427419e-15
977,7.6427419e-15
978,7.6427419e-15
979,7.6427419e-15
980,7.6427419e-15
981,7.6427419e-15
982,7.6427419e-15
983,7.6427419e-15
984,7.6427419e-15
985,7.6427419e-15
986,7.6427419e-15
987,7.6427419e-15
988,7.6427419e-15
989,7.6427419e-15
990,7.6427419e-15
991,7.6427419e-15
992,7.6427419e-15
993,7.6427419e-15
994,7.6427419e-15
995,7.6427419e-15
996,7.6427419e-15
997,7.6427419e-15
998,7.6427419e-15
999,7.6427419e-15
